word,vector
2391,"[-0.13138698041439056,0.07693126052618027,-0.3237973153591156,0.01627458818256855,-0.057173486799001694]"
141836,"[-0.1344892680644989,0.03346553444862366,-0.28379613161087036,0.09676031023263931,-0.01335606537759304]"
8724,"[-0.07953232526779175,-0.020314494147896767,-0.14240126311779022,-0.12991975247859955,0.10623703896999359]"
5899,"[-0.1334967166185379,-0.03906913101673126,-0.09519244730472565,-0.0720248892903328,0.10885890573263168]"
74324,"[-0.07202374190092087,-0.05725625529885292,-0.114644855260849,0.01300688274204731,-0.0154604222625494]"
135777,"[-0.16203035414218903,0.02046247199177742,-0.04672079533338547,0.08626484870910645,0.12072411924600601]"
7156,"[-0.22829635441303253,0.006513005588203669,-0.22688497602939606,-0.08050728589296341,0.2652292549610138]"
74685,"[-0.08287891745567322,-0.09803500771522522,-0.012864494696259499,-0.06415390968322754,0.04830266535282135]"
281,"[-0.02791573479771614,0.10684569925069809,0.06503747403621674,-0.20360098779201508,-0.11471599340438843]"
3993,"[-0.09517358243465424,-0.07891666889190674,0.07107285410165787,0.015977531671524048,0.010598331689834595]"
6303,"[-0.03759891539812088,-0.04113763943314552,-0.162435382604599,-0.031328532844781876,0.05773274600505829]"
176371,"[-0.3416792154312134,-0.21958184242248535,-0.5652015209197998,-0.045846715569496155,0.06114760413765907]"
62113,"[-0.0003765795845538378,-0.07099944353103638,-0.008707345463335514,0.06746254116296768,-0.09290608763694763]"
132800,"[-0.159891739487648,0.06448665261268616,-0.12343040108680725,-0.05242179334163666,-0.0471205934882164]"
3896,"[0.028965748846530914,0.05529514700174332,0.07867814600467682,-0.041406724601984024,0.07823485881090164]"
159817,"[-0.2529521882534027,-0.07748077809810638,-0.41832947731018066,0.0783289223909378,0.15322451293468475]"
32598,"[-0.051834587007761,-0.0878460481762886,-0.04212498664855957,-0.05943430960178375,0.03265116736292839]"
81156,"[-0.21168950200080872,-0.09597569704055786,-0.18997079133987427,0.037993501871824265,0.0075593930669128895]"
3254,"[0.034425459802150726,-0.05400674045085907,-0.16580411791801453,-0.07676078379154205,0.08080096542835236]"
3246,"[-0.07593084871768951,-0.15663853287696838,-0.2786487936973572,-0.17993305623531342,0.08258835971355438]"
38095,"[-0.01882142946124077,-0.09582936763763428,-0.11266954988241196,0.05426853522658348,-0.07976687699556351]"
2947,"[0.42095470428466797,-0.047487128525972366,-0.27108100056648254,0.007253292948007584,0.6084808111190796]"
4615,"[0.06741963326931,0.07604460418224335,0.009887001477181911,0.0930914655327797,-0.08567660301923752]"
2804,"[0.44386523962020874,0.0828322321176529,-0.4261384904384613,0.2636019289493561,0.4897518754005432]"
27178,"[-0.0645921602845192,0.020307350903749466,0.015683738514780998,-0.10232274979352951,0.026493851095438004]"
68554,"[-0.05107589066028595,-0.14377008378505707,-0.12092103809118271,0.024685917422175407,0.18085262179374695]"
103539,"[-0.08290495723485947,-0.11404735594987869,-0.0902547687292099,-0.08137676864862442,-0.03708261251449585]"
3914,"[0.06985075026750565,-0.058519333600997925,0.011045293882489204,0.030454084277153015,0.06788315623998642]"
5601,"[0.03140280395746231,0.03509874641895294,-0.028380725532770157,-0.04292795807123184,-0.06191491708159447]"
113252,"[-0.1310955137014389,-0.0586036816239357,-0.11820092797279358,-0.023014934733510017,0.020946070551872253]"
1023,"[0.15923002362251282,0.04379189759492874,0.042618364095687866,0.041217461228370667,-0.17229226231575012]"
6985,"[-0.28239428997039795,-0.1287291795015335,-0.1548580825328827,0.025810685008764267,0.19259721040725708]"
45431,"[-0.13908818364143372,-0.10890746116638184,-0.17004548013210297,0.07468380779027939,0.09942366182804108]"
6948,"[-0.11376010626554489,0.0405711829662323,-0.11602430045604706,-0.0031167538836598396,-0.013150792568922043]"
996,"[0.05366254970431328,0.08778314292430878,-0.08458845317363739,-0.024937110021710396,-0.0561794750392437]"
56171,"[0.018327897414565086,-0.13866771757602692,-0.14482809603214264,-0.11565661430358887,0.047753725200891495]"
79251,"[-0.11403286457061768,-0.11606281250715256,-0.12150615453720093,-0.015124259516596794,0.04813623055815697]"
92243,"[-0.08076300472021103,-0.00837691966444254,-0.013284745626151562,0.041500918567180634,-0.01614685170352459]"
81520,"[0.009158606640994549,-0.07175956666469574,-0.04708975553512573,0.03167847916483879,0.06933972984552383]"
86504,"[-0.14645132422447205,-0.19377273321151733,-0.04761924594640732,-0.034687455743551254,-0.029588142409920692]"
2744,"[0.13351410627365112,0.01719849184155464,-0.04472474753856659,0.0061834040097892284,0.042354658246040344]"
7219,"[0.02055329829454422,-0.11187506467103958,-0.14017759263515472,-0.02705783024430275,0.0838908925652504]"
2433,"[-0.052249725908041,0.036272481083869934,-0.1305898278951645,0.053127460181713104,0.10581869632005692]"
8010,"[-0.023634085431694984,0.04810589179396629,0.032400768250226974,0.08771442621946335,-0.09318266808986664]"
6625,"[-0.027386615052819252,0.003850365988910198,-0.02818210795521736,0.04377501830458641,0.047188811004161835]"
7748,"[-0.11934778094291687,-0.06294390559196472,-0.026389697566628456,-0.0972108468413353,-0.06556903570890427]"
3078,"[0.0021229099947959185,0.026910580694675446,-0.0723474994301796,-0.01648847572505474,0.0037596244364976883]"
4168,"[0.039951786398887634,-0.09468556195497513,-0.15327610075473785,0.013790029101073742,0.020773660391569138]"
59615,"[-0.014972973614931107,-0.03321285918354988,-0.317165732383728,-0.07410375028848648,0.20151977241039276]"
8507,"[-0.06036180257797241,-0.09847838431596756,-0.09175805747509003,0.059465114027261734,-0.0036545980256050825]"
109853,"[0.026873068884015083,-0.051115334033966064,0.08054564148187637,-0.07664855569601059,0.014590712264180183]"
101112,"[-0.08342054486274719,-0.0072809671983122826,-0.10375569760799408,-0.05269026383757591,0.1037691980600357]"
99149,"[-0.03141298145055771,0.06389825791120529,-0.07580337673425674,0.05175728723406792,0.08352264016866684]"
422,"[-0.007518786936998367,0.1282607913017273,0.07954055070877075,-0.03892015665769577,-0.08607765287160873]"
3646,"[-0.031855978071689606,0.03771023079752922,-0.09956051409244537,0.06585366278886795,0.05862901359796524]"
21,"[-0.4215606451034546,0.14205113053321838,0.8768091201782227,-0.031468335539102554,-0.28742486238479614]"
6963,"[0.0014471188187599182,-0.05227671191096306,-0.1802222728729248,0.061866700649261475,0.08425737917423248]"
165959,"[-0.24118341505527496,0.026010774075984955,-0.24152550101280212,0.09239031374454498,-0.025599511340260506]"
116,"[0.02634180337190628,-0.025077098980545998,0.008725222200155258,-0.059846214950084686,0.058213185518980026]"
65631,"[-0.06384299695491791,-0.11122992634773254,-0.10443097352981567,0.007306297309696674,0.11269690841436386]"
136469,"[-0.10258347541093826,-0.09664800018072128,-0.12004934251308441,0.10809393972158432,0.001807678141631186]"
87869,"[-0.17944543063640594,-0.155696839094162,-0.3531264066696167,0.23870506882667542,0.12598274648189545]"
4157,"[-0.11613569408655167,-0.10800602287054062,-0.19937533140182495,-0.027925483882427216,0.10023333132266998]"
1415,"[-0.04675085097551346,0.0061913104727864265,0.07406451553106308,0.05903799831867218,0.03526145964860916]"
3865,"[0.011401945725083351,-0.03425144776701927,0.05105363577604294,-0.010257305577397346,-0.003658896777778864]"
80748,"[0.0296673271805048,0.016625303775072098,0.06376023590564728,0.03983432799577713,0.09209303557872772]"
484,"[0.09351880848407745,-0.07623840868473053,-0.02666725590825081,0.07922270148992538,0.07848099619150162]"
2312,"[0.011104830540716648,0.05661581829190254,-0.1758342832326889,0.15641696751117706,0.02226868085563183]"
5986,"[0.008759252727031708,-0.061599064618349075,-0.04295727610588074,-0.01697789877653122,-0.014794131740927696]"
1260,"[-0.07027880102396011,0.20212164521217346,-0.2176957130432129,0.31802448630332947,-0.45491012930870056]"
126430,"[-0.15032045543193817,-0.03493163362145424,-0.13532237708568573,0.07430888712406158,-0.0018559088930487633]"
2131,"[-0.11537659168243408,-0.09355031698942184,-0.08882716298103333,-0.0647037997841835,-0.0351141057908535]"
5072,"[-0.17393778264522552,-0.19590723514556885,-0.25361931324005127,-0.25003188848495483,0.121991828083992]"
100044,"[-0.08779457211494446,-0.14102710783481598,-0.13100147247314453,-0.04630686342716217,0.1387443095445633]"
7380,"[0.006457656621932983,-0.06204420328140259,-0.05846654623746872,0.08350670337677002,0.13674673438072205]"
7013,"[-0.33424654603004456,-0.029468756169080734,-0.32460707426071167,-0.11697705835103989,0.18512389063835144]"
5952,"[-0.11327209323644638,0.20337356626987457,-0.09992393106222153,0.3263550102710724,1.2992606163024902]"
7983,"[-0.07618238031864166,-0.023312117904424667,-0.20139987766742706,-0.16055339574813843,0.0844217985868454]"
533,"[-0.050060927867889404,0.02119228057563305,0.14033924043178558,-0.09251296520233154,-0.054453156888484955]"
4447,"[-0.08929817378520966,-0.0858227089047432,-0.36856529116630554,0.008737608790397644,0.08188018947839737]"
1855,"[0.08901488780975342,0.020101679489016533,-0.12224830687046051,0.011479238048195839,-0.07753811031579971]"
48780,"[0.14205093681812286,0.17961737513542175,-0.2786640226840973,-0.06629219651222229,0.6525750756263733]"
6184,"[0.037055470049381256,0.08672291040420532,-0.057012271136045456,0.079957976937294,-0.006019100081175566]"
2360,"[0.08932353556156158,0.14510145783424377,-0.3583380877971649,0.13544973731040955,-0.01954411342740059]"
1204,"[0.4165022671222687,0.5391542911529541,0.8327250480651855,1.127975583076477,-0.9900690317153931]"
32022,"[-0.05819200724363327,-0.041976626962423325,-0.25663280487060547,-0.0027657588943839073,0.02573896013200283]"
1419,"[0.0028764959424734116,0.018573595210909843,-0.020593848079442978,0.009182319976389408,-0.019521063193678856]"
84944,"[-0.33539342880249023,-0.10998199880123138,-0.40446004271507263,-0.03347280994057655,0.014159277081489563]"
1958,"[-0.11372647434473038,-0.10360346734523773,-0.14329060912132263,0.019324172288179398,-0.20929981768131256]"
956,"[0.01578141748905182,-0.0583389513194561,-0.013132397085428238,0.06368539482355118,0.08336663991212845]"
69526,"[0.0037844113539904356,-0.0942646861076355,0.0012593921273946762,-0.03522481396794319,-0.046506118029356]"
2419,"[0.03867411985993385,0.04931420460343361,-0.06499431282281876,-0.08518847078084946,-0.07098812609910965]"
6408,"[0.025617241859436035,-0.04803388565778732,0.014894622378051281,-0.0008178479038178921,0.09678028523921967]"
984,"[-0.08218580484390259,-0.05769815295934677,0.0384015291929245,-0.0724169909954071,-0.009936782531440258]"
7080,"[-0.08185947686433792,-0.01575773023068905,-0.021332228556275368,-0.020045896992087364,0.005081698298454285]"
4345,"[-0.11619628965854645,-0.1271209716796875,-0.04554560035467148,0.034828975796699524,0.10461007803678513]"
6270,"[-0.13465306162834167,-0.09041532874107361,-0.15720395743846893,-0.05862879008054733,-0.029490996152162552]"
4069,"[-0.05888058617711067,0.054991595447063446,-0.19097860157489777,0.04772982746362686,-0.07551045715808868]"
169984,"[-0.19976764917373657,0.025797273963689804,-0.21027417480945587,-0.01048954762518406,-0.039100710302591324]"
45950,"[0.019281573593616486,0.04277411848306656,-0.15597736835479736,-0.05025910586118698,-0.06177744269371033]"
76,"[-0.09081882238388062,0.0871627926826477,0.15861599147319794,-0.06396284699440002,0.03844870254397392]"
5106,"[-0.06875930726528168,-0.10249961912631989,-0.05373939126729965,-0.11031235754489899,0.024074561893939972]"
3287,"[0.054750967770814896,-0.10539434105157852,0.10223530977964401,-0.025268131867051125,0.024709388613700867]"
8341,"[0.037152063101530075,0.016614023596048355,0.04865213856101036,0.038090337067842484,-0.053801245987415314]"
909,"[0.6339517831802368,-0.19242604076862335,0.24127377569675446,0.016259046271443367,-0.07965065538883209]"
2826,"[0.03614341840147972,-0.11831454932689667,-0.15613298118114471,0.06994425505399704,0.15012162923812866]"
419,"[-0.10237687081098557,-0.10256562381982803,-0.06326666474342346,0.00831638928502798,0.06515581905841827]"
1480,"[-0.06514136493206024,0.004831954836845398,-0.11863770335912704,-0.01572996750473976,-0.11727031320333481]"
5218,"[-0.008795399218797684,0.006366041488945484,-0.11777298897504807,-0.034132637083530426,0.5240044593811035]"
2969,"[-0.024869374930858612,0.02241450548171997,0.05938722938299179,-0.10992243140935898,0.07875014841556549]"
5329,"[-0.08660607784986496,-0.05404816195368767,-0.03269866853952408,-0.044022299349308014,-0.024991506710648537]"
106100,"[-0.20791177451610565,-0.024675486609339714,-0.34939083456993103,-0.028637856245040894,-0.001990273129194975]"
372,"[-0.005269937217235565,0.14952655136585236,0.014807479456067085,-0.007447573821991682,-0.1441327929496765]"
84152,"[-0.2863411605358124,-0.1992303878068924,-0.19587352871894836,0.13782474398612976,0.09211277216672897]"
3832,"[-0.0528373122215271,0.025043141096830368,-0.08821430057287216,-0.012103358283638954,-0.07741937786340714]"
4294,"[-0.07844062894582748,-0.12742403149604797,-0.11181668192148209,0.010491582565009594,-0.051174379885196686]"
33649,"[0.015988396480679512,-0.007739497348666191,0.016525330021977425,-0.027272291481494904,-0.030228108167648315]"
143559,"[-0.06077393889427185,0.07534296810626984,-0.12476445734500885,0.04810641333460808,0.009770961478352547]"
6591,"[0.0049330322071909904,-0.017618771642446518,-0.14760078489780426,-0.00662356847897172,0.14174653589725494]"
3727,"[-0.017346516251564026,0.07802586257457733,-0.16217738389968872,-0.04311789572238922,0.004248648416250944]"
2379,"[-0.010850248858332634,0.02461540326476097,-0.10115320235490799,0.030539369210600853,0.017584357410669327]"
4105,"[-0.10973657667636871,-0.024167682975530624,-0.28880739212036133,-0.06878215819597244,0.051417410373687744]"
1361,"[-0.024619806557893753,0.03166132792830467,-0.09667766094207764,0.07978462427854538,-0.14644567668437958]"
8807,"[-0.14784176647663116,0.04121938720345497,-0.22621646523475647,0.0015335471834987402,0.049708448350429535]"
173963,"[-0.15402477979660034,-0.10544329881668091,-0.3078072667121887,0.06185459345579147,0.1344708651304245]"
1085,"[0.0377952866256237,0.08457110077142715,-0.0604487806558609,0.1226368322968483,0.02817683294415474]"
2874,"[0.08906850218772888,0.06512368470430374,-0.05267900228500366,0.050140656530857086,0.003080707276239991]"
89582,"[0.012128764763474464,-0.05477993190288544,-0.12632988393306732,0.006734042894095182,0.023776892572641373]"
1307,"[-0.04528866708278656,0.36010706424713135,-0.08302769809961319,0.5962800979614258,-0.4273461103439331]"
8580,"[-0.030119596049189568,0.0699276253581047,0.0426655113697052,0.009636083617806435,0.0823349580168724]"
78316,"[-0.02963734231889248,-0.022606151178479195,-0.08357691764831543,-0.02082481049001217,-0.08172722160816193]"
79091,"[-0.13603278994560242,-0.12522092461585999,-0.17855247855186462,-0.030904993414878845,0.17781290411949158]"
141810,"[-0.14824292063713074,0.04419562593102455,-0.15954959392547607,-0.041731737554073334,-0.027238130569458008]"
89678,"[-0.0018935021944344044,0.01369471661746502,-0.04028135910630226,0.11617396771907806,0.03757945075631142]"
2997,"[0.5406166911125183,0.08877476304769516,-0.42437833547592163,0.04625462368130684,0.709170401096344]"
142550,"[-0.1167706549167633,-0.0017898641526699066,-0.19323161244392395,-0.06595803797245026,0.016809513792395592]"
108156,"[0.012671333737671375,0.08376091718673706,-0.07341001182794571,0.09369286894798279,-0.03980386257171631]"
2707,"[0.0358915813267231,-0.006132134702056646,-0.24667251110076904,0.0634201169013977,0.04372173175215721]"
92391,"[-0.09160210937261581,0.07274507731199265,-0.11849309504032135,-0.08714816719293594,0.0643976703286171]"
6709,"[-0.029714146628975868,-0.06502997130155563,-0.15258412063121796,-0.10273683071136475,0.061458487063646317]"
1979,"[-0.07043696194887161,-0.07208506017923355,-0.020482271909713745,0.058749616146087646,0.028099091723561287]"
118270,"[-0.15181715786457062,-0.013265741989016533,-0.070718914270401,0.07782386243343353,0.014247416518628597]"
166492,"[-0.26954185962677,0.010322644375264645,-0.30412283539772034,0.04842226207256317,-0.05351939797401428]"
8125,"[0.019420575350522995,-0.041107285767793655,-0.10584481805562973,0.06037479266524315,0.07767900824546814]"
26736,"[-0.056088630110025406,-0.09600939601659775,-0.0577731728553772,0.017235517501831055,0.1119227483868599]"
7091,"[-0.08018233627080917,-0.04757140949368477,-0.08708641678094864,0.050748471170663834,0.009753181599080563]"
1013,"[-0.050471045076847076,-0.048104118555784225,-0.04811188578605652,0.12894956767559052,0.07242875546216965]"
270,"[0.0038521424867212772,-0.07706571370363235,-0.0019323148299008608,-0.11087919771671295,-0.046158310025930405]"
347,"[0.020422333851456642,-0.0274587944149971,-0.10963870584964752,-0.07567421346902847,0.06781267374753952]"
5378,"[-0.030658014118671417,0.02485453337430954,-0.27751830220222473,-0.03985222429037094,0.5858922004699707]"
32139,"[-0.01976247876882553,-0.02728342078626156,-0.04182744398713112,0.06739964336156845,-0.036120109260082245]"
4146,"[-0.020772716030478477,-0.005640610586851835,-0.21274296939373016,-0.03041725978255272,0.06580642610788345]"
146662,"[-0.09538573026657104,-0.07551309466362,-0.2185048609972,0.04349725693464279,-0.000990742351859808]"
2342,"[-0.026407672092318535,0.0037558875046670437,0.025346864014863968,-0.0521375946700573,-0.07712975144386292]"
4255,"[0.06730423122644424,0.0018261149525642395,0.04124831408262253,-0.08212001621723175,-0.04653169959783554]"
164367,"[0.0506463497877121,-0.04466898366808891,-0.09845785051584244,-0.038052771240472794,-0.08317007124423981]"
4545,"[-0.2183118313550949,0.016294676810503006,-0.2580369710922241,0.006698642857372761,0.004910755902528763]"
4776,"[-0.010148344561457634,-0.1915714293718338,-0.29871466755867004,0.07487122714519501,0.012711809948086739]"
26048,"[-0.058127060532569885,0.06546822935342789,-0.026260046288371086,-0.030845940113067627,0.03165196627378464]"
4154,"[-0.030170585960149765,-0.06899186968803406,-0.033310066908597946,-0.02278631553053856,0.06676910817623138]"
8167,"[-0.1250028908252716,-0.06226593628525734,-0.07621949911117554,0.04744122177362442,0.09659333527088165]"
48394,"[-0.05131347477436066,0.20122995972633362,-0.2821679711341858,0.0914003998041153,0.5263267159461975]"
55094,"[-0.0071408068761229515,0.05891086533665657,-0.08405108749866486,0.09055028855800629,0.07195236533880234]"
4426,"[-0.08403521776199341,-0.005537353456020355,0.05041014403104782,-0.07215078920125961,0.07804126292467117]"
3073,"[0.06409762799739838,0.06803758442401886,-0.01295215729624033,-0.01233598031103611,0.09471233189105988]"
6535,"[0.010819495655596256,-0.04399701580405235,0.08983704447746277,0.07566674798727036,0.06426386535167694]"
55112,"[0.035412274301052094,-0.08621048182249069,0.0029794489964842796,0.0913819968700409,0.10622665286064148]"
6433,"[0.020501216873526573,0.012479758821427822,0.06878052651882172,-0.14681994915008545,-0.03769275173544884]"
54,"[0.04073544964194298,0.013132912106812,-0.02070763148367405,0.03185690566897392,-0.009277507662773132]"
37857,"[-0.12697894871234894,0.024498257786035538,-0.13390132784843445,0.03571101278066635,0.12279956787824631]"
3415,"[0.009399385191500187,-0.012988770380616188,-0.09072159975767136,0.06896312534809113,-0.05498459190130234]"
8778,"[-0.11015202105045319,0.0106419138610363,-0.09117257595062256,0.05304967984557152,-0.01819525472819805]"
511,"[-0.09060631692409515,-0.048142652958631516,-0.010679404251277447,-0.0015730031300336123,-0.04088559374213219]"
2156,"[-0.04537257179617882,-0.06553031504154205,0.06713662296533585,0.035893943160772324,0.02632780745625496]"
31909,"[0.08082667738199234,-0.05870802700519562,-0.019542232155799866,-0.017017746344208717,0.028273236006498337]"
4866,"[0.006906432565301657,0.013478891924023628,-0.050118375569581985,0.05270093306899071,0.07695214450359344]"
32456,"[-0.12289605289697647,0.023667989298701286,-0.01571240834891796,0.03953475505113602,0.0414733812212944]"
93831,"[-0.11477097868919373,0.028158310800790787,-0.1419934332370758,-0.05971399322152138,0.09679898619651794]"
122890,"[0.06811346858739853,-0.06506773084402084,-0.11934070289134979,0.08591502159833908,-0.011552351526916027]"
2922,"[0.020364081487059593,0.004181065130978823,-0.022263821214437485,0.07640835642814636,0.03620998561382294]"
3388,"[0.0313999317586422,-0.01057911105453968,0.02952026203274727,0.07786048203706741,0.062431830912828445]"
74750,"[-0.02953999862074852,-0.11005377024412155,-0.06545474380254745,-0.11112412810325623,-0.08514933288097382]"
44840,"[0.07010410726070404,-0.06667272746562958,0.03077627345919609,0.020294485613703728,0.09543845057487488]"
5617,"[-0.014073970727622509,-0.14315657317638397,-0.376535028219223,-0.14483189582824707,0.16634723544120789]"
2104,"[0.030726028606295586,-0.08304081857204437,0.04462698474526405,0.055304281413555145,-0.010932844132184982]"
59126,"[-0.047750324010849,0.11701791733503342,-0.18140041828155518,0.04062378406524658,-0.08314204961061478]"
183959,"[-0.09210274368524551,-0.07524515688419342,-0.21311375498771667,0.02463669329881668,0.010587407276034355]"
128908,"[-0.04463484138250351,0.02092788740992546,-0.09549468010663986,-0.09179606288671494,0.04753018915653229]"
4562,"[0.06525535881519318,0.09412012994289398,-0.0913274735212326,-0.08629338443279266,-0.010024512186646461]"
61250,"[-0.04152289777994156,0.0991605594754219,-0.030967727303504944,0.07825891673564911,-0.010751232504844666]"
1345,"[-0.012334081344306469,0.23938678205013275,-0.14329518377780914,0.39204204082489014,-0.12729306519031525]"
72714,"[-0.0941939726471901,-0.12204735726118088,-0.16513533890247345,-0.0025260131806135178,-0.05327427759766579]"
167380,"[-0.10659350454807281,-0.06381333619356155,-0.22886931896209717,0.12299758940935135,0.08394184708595276]"
174055,"[-0.19325797259807587,-0.09962151944637299,-0.4159059524536133,-0.02659689448773861,0.11726556718349457]"
2077,"[0.009384503588080406,-0.07165005803108215,-0.04944806918501854,-0.15542426705360413,0.07886779308319092]"
56715,"[-0.10999225080013275,0.015288696624338627,-0.2341768592596054,-0.02670140378177166,0.05287139117717743]"
5026,"[-0.16667775809764862,-0.12304459512233734,-0.19156470894813538,0.015039418824017048,0.15558797121047974]"
1969,"[0.06844067573547363,0.06714437156915665,0.07761529833078384,-0.029229970648884773,-0.0022702310234308243]"
6588,"[-0.1824660301208496,-0.01893657259643078,-0.13647405803203583,-0.029596300795674324,0.0268070288002491]"
95558,"[-0.034706518054008484,-0.09860660880804062,-0.1452181190252304,-0.1017424613237381,-0.04957970976829529]"
628,"[0.37297549843788147,0.16984239220619202,0.18713517487049103,-0.11576471477746964,-0.21237342059612274]"
188,"[-0.011996573768556118,0.0990803986787796,0.258676677942276,-0.07583969831466675,-0.03361222892999649]"
3511,"[0.01691022887825966,-0.0033473875373601913,0.04143289476633072,0.049933500587940216,0.038602396845817566]"
7163,"[-0.13512328267097473,0.050424981862306595,0.06930194795131683,-0.005383895710110664,0.18203887343406677]"
168250,"[-0.36745768785476685,-0.10774832218885422,-0.33238857984542847,-0.05155549570918083,0.13541455566883087]"
31685,"[-0.05403529107570648,-0.12947899103164673,-0.14082564413547516,-0.01075894944369793,-0.01633656769990921]"
5568,"[0.010224987752735615,-0.07613108307123184,-0.0986313447356224,-0.019792169332504272,0.01667686551809311]"
1282,"[-0.02323608472943306,0.41774988174438477,-0.2620612680912018,0.5242339372634888,-0.4350716173648834]"
94677,"[-0.1998387575149536,-0.10473967343568802,-0.3123977780342102,0.0485415905714035,0.05863943696022034]"
747,"[0.02845286950469017,-0.04642462730407715,0.04385129362344742,0.03984437882900238,0.0011499118991196156]"
130444,"[-0.030329838395118713,-0.003633921965956688,-0.022434277459979057,0.03681779280304909,0.09239783883094788]"
2867,"[0.12985830008983612,-0.13775025308132172,0.03552190214395523,-0.0136461416259408,0.02974577620625496]"
592,"[1.2394546270370483,0.34955939650535583,0.19191974401474,-0.6072075963020325,-0.7065287828445435]"
48001,"[-0.09181417524814606,0.08033658564090729,-0.05475098267197609,-0.05657590925693512,0.11135837435722351]"
177939,"[-0.14705780148506165,0.008568573743104935,-0.21250440180301666,-0.035791218280792236,0.03469032421708107]"
136447,"[-0.14818663895130157,-0.09569473564624786,-0.06777815520763397,0.12403815984725952,-0.03247424215078354]"
1201,"[0.688100278377533,0.49234896898269653,0.8812516927719116,1.325974702835083,-0.9897862672805786]"
1921,"[-0.24459530413150787,0.0771881490945816,-0.10193990916013718,0.1324656754732132,-0.10830430686473846]"
3179,"[0.017134051769971848,-0.02154069021344185,0.02107798494398594,0.0354236401617527,0.1049385666847229]"
45499,"[-0.04059348255395889,-0.043094463646411896,-0.31653109192848206,0.10740303248167038,0.0019819762092083693]"
3496,"[-0.015063651837408543,-0.06124983727931976,0.06346695125102997,0.09751417487859726,-0.07021455466747284]"
164909,"[-0.1514931619167328,-0.12233836203813553,-0.26735198497772217,0.05119909346103668,0.0763486847281456]"
2023,"[-0.023130375891923904,0.11625415086746216,0.052220262587070465,-0.033111002296209335,-0.0502438098192215]"
408,"[0.07790879905223846,-0.030018338933587074,0.024493318051099777,0.09753613919019699,-0.037700191140174866]"
7976,"[-0.013840530067682266,-0.0036527628544718027,-0.19153118133544922,-0.08204086869955063,0.10517054796218872]"
4641,"[-0.21550552546977997,-0.18749812245368958,-0.5781649947166443,-0.07794678956270218,0.1461445540189743]"
43,"[0.0813571959733963,0.08248942345380783,-0.08606714010238647,0.039519716054201126,0.04931517317891121]"
707,"[0.3623138666152954,0.012910223565995693,0.24717256426811218,-0.15650464594364166,-0.15993161499500275]"
26729,"[-0.0747845470905304,-0.04478418454527855,-0.04417841136455536,0.057428330183029175,0.08157732337713242]"
6502,"[-0.17422975599765778,0.06359092891216278,-0.2797491252422333,-0.08620977401733398,0.778159499168396]"
3005,"[0.09100054949522018,-0.07072754949331284,-0.06900659203529358,-0.10346643626689911,0.10364347696304321]"
1942,"[0.036736197769641876,0.01600787043571472,0.0005162982270121574,0.04099111631512642,0.12201695889234543]"
3347,"[-0.1598052978515625,-0.1395949125289917,-0.06795675307512283,-0.06757566332817078,-0.04630540683865547]"
94405,"[-0.0701693519949913,0.04644327610731125,0.023431245237588882,-0.01877097226679325,-0.06484623998403549]"
7051,"[-0.05583857744932175,-0.061465535312891006,-0.10208983719348907,-0.07022080570459366,0.00852248165756464]"
148,"[-0.025252273306250572,0.010539731942117214,-0.13556067645549774,-0.0883343294262886,0.1302313357591629]"
3559,"[-0.09209445863962173,-0.07769925892353058,-0.10104382038116455,-0.01708267256617546,0.044369589537382126]"
50804,"[-0.039425671100616455,-0.03852936998009682,0.01523650623857975,0.09625642001628876,0.020145345479249954]"
30994,"[-0.054911576211452484,-0.05337541550397873,-0.09945536404848099,-0.05632033199071884,-0.05939805507659912]"
8874,"[-0.27344998717308044,-0.028683751821517944,-0.21636901795864105,-0.041740719228982925,0.3609701693058014]"
65133,"[-0.16396482288837433,0.04303918778896332,-0.14303870499134064,0.03511250764131546,0.12738172709941864]"
80083,"[-0.004538327921181917,0.03657037764787674,0.07777497917413712,0.003769690403714776,-0.0696352943778038]"
1696,"[0.03471512347459793,-0.039987318217754364,-0.056336406618356705,0.08193762600421906,0.06751006841659546]"
5817,"[0.0076737175695598125,0.053895704448223114,-0.12864023447036743,-0.06857451051473618,0.05312807857990265]"
95873,"[-0.15695710480213165,-0.05961010605096817,-0.20612576603889465,-0.04702053964138031,0.038444243371486664]"
1030,"[0.11615756899118423,-0.007275477983057499,0.10378453880548477,0.016635403037071228,0.004781188443303108]"
62155,"[-0.1545882374048233,0.02750493958592415,-0.25069472193717957,-0.160225972533226,-0.014245578087866306]"
5480,"[-0.10418911278247833,0.07819437980651855,-0.056167080998420715,-0.020663827657699585,0.059371981769800186]"
7812,"[-0.12170527130365372,-0.007451686542481184,-0.1290605515241623,0.024969588965177536,0.022776104509830475]"
8983,"[-0.20451952517032623,-0.17829139530658722,-0.15571148693561554,0.05154154449701309,0.18016034364700317]"
106889,"[-0.06457092612981796,0.010182618163526058,0.04637090861797333,-0.04815554991364479,-0.08740343898534775]"
1302,"[-0.03477952629327774,0.2718311548233032,-0.20455804467201233,0.5860615372657776,-0.40561017394065857]"
4325,"[-0.09142956137657166,0.13487806916236877,0.014187329448759556,0.0681508481502533,-0.14103856682777405]"
72395,"[-0.08935286849737167,-0.09104679524898529,-0.04519440233707428,0.06959260255098343,0.06047061085700989]"
74677,"[0.015271471813321114,-0.08163858950138092,-0.04606107994914055,-0.0746472105383873,0.07436563074588776]"
